REF_DATE,GEO,Custodial admissions,Sex,VALUE
2013/2014,Manitoba,Sentenced,Female,737
2013/2014,Manitoba,Sentenced,Sex unknown,0
2013/2014,Manitoba,Remand,"Total, custodial admission by sex",13123
2013/2014,Manitoba,Remand,Male,10571
2013/2014,Manitoba,Remand,Female,2552
2013/2014,Manitoba,Remand,Sex unknown,0
2013/2014,Manitoba,Other custodial statuses,"Total, custodial admission by sex",7643
2013/2014,Manitoba,Other custodial statuses,Male,5795
2013/2014,Manitoba,Other custodial statuses,Female,1846
2013/2014,Manitoba,Other custodial statuses,Sex unknown,2
2013/2014,Saskatchewan,"Total, custodial admissions","Total, custodial admission by sex",11677
2013/2014,Saskatchewan,"Total, custodial admissions",Male,10223
2013/2014,Saskatchewan,"Total, custodial admissions",Female,1444
2013/2014,Saskatchewan,"Total, custodial admissions",Sex unknown,10
2013/2014,Saskatchewan,Sentenced,"Total, custodial admission by sex",4501
2013/2014,Saskatchewan,Sentenced,Male,3869
2013/2014,Saskatchewan,Sentenced,Female,626
2013/2014,Saskatchewan,Sentenced,Sex unknown,6
2013/2014,Saskatchewan,Remand,"Total, custodial admission by sex",6862
2013/2014,Saskatchewan,Remand,Male,6059
2013/2014,Saskatchewan,Remand,Female,800
2013/2014,Saskatchewan,Remand,Sex unknown,3
2013/2014,Saskatchewan,Other custodial statuses,"Total, custodial admission by sex",314
2013/2014,Saskatchewan,Other custodial statuses,Male,295
2013/2014,Saskatchewan,Other custodial statuses,Female,18
2013/2014,Saskatchewan,Other custodial statuses,Sex unknown,1
2013/2014,Alberta,"Total, custodial admissions","Total, custodial admission by sex",
2013/2014,Alberta,"Total, custodial admissions",Male,
2013/2014,Alberta,"Total, custodial admissions",Female,
2013/2014,Alberta,"Total, custodial admissions",Sex unknown,
2013/2014,Alberta,Sentenced,"Total, custodial admission by sex",
2013/2014,Alberta,Sentenced,Male,
2013/2014,Alberta,Sentenced,Female,
2013/2014,Alberta,Sentenced,Sex unknown,
2013/2014,Alberta,Remand,"Total, custodial admission by sex",
2013/2014,Alberta,Remand,Male,
2013/2014,Alberta,Remand,Female,
2013/2014,Alberta,Remand,Sex unknown,
2013/2014,Alberta,Other custodial statuses,"Total, custodial admission by sex",
2013/2014,Alberta,Other custodial statuses,Male,
2013/2014,Alberta,Other custodial statuses,Female,
2013/2014,Alberta,Other custodial statuses,Sex unknown,
2013/2014,British Columbia,"Total, custodial admissions","Total, custodial admission by sex",22448
2013/2014,British Columbia,"Total, custodial admissions",Male,19972
2013/2014,British Columbia,"Total, custodial admissions",Female,2476
2013/2014,British Columbia,"Total, custodial admissions",Sex unknown,0
2013/2014,British Columbia,Sentenced,"Total, custodial admission by sex",9010
2013/2014,British Columbia,Sentenced,Male,8023
2013/2014,British Columbia,Sentenced,Female,987
2013/2014,British Columbia,Sentenced,Sex unknown,0
2013/2014,British Columbia,Remand,"Total, custodial admission by sex",12155
2013/2014,British Columbia,Remand,Male,10755
2013/2014,British Columbia,Remand,Female,1400
2013/2014,British Columbia,Remand,Sex unknown,0
2013/2014,British Columbia,Other custodial statuses,"Total, custodial admission by sex",1283
2013/2014,British Columbia,Other custodial statuses,Male,1194
2013/2014,British Columbia,Other custodial statuses,Female,89
2013/2014,British Columbia,Other custodial statuses,Sex unknown,0
2013/2014,Yukon,"Total, custodial admissions","Total, custodial admission by sex",735
2013/2014,Yukon,"Total, custodial admissions",Male,637
2013/2014,Yukon,"Total, custodial admissions",Female,98
2013/2014,Yukon,"Total, custodial admissions",Sex unknown,0
2013/2014,Yukon,Sentenced,"Total, custodial admission by sex",240
2013/2014,Yukon,Sentenced,Male,213
2013/2014,Yukon,Sentenced,Female,27
2013/2014,Yukon,Sentenced,Sex unknown,0
2013/2014,Yukon,Remand,"Total, custodial admission by sex",475
2013/2014,Yukon,Remand,Male,405
2013/2014,Yukon,Remand,Female,70
2013/2014,Yukon,Remand,Sex unknown,0
2013/2014,Yukon,Other custodial statuses,"Total, custodial admission by sex",20
2013/2014,Yukon,Other custodial statuses,Male,19
2013/2014,Yukon,Other custodial statuses,Female,1
2013/2014,Yukon,Other custodial statuses,Sex unknown,0
2013/2014,Northwest Territories,"Total, custodial admissions","Total, custodial admission by sex",981
2013/2014,Northwest Territories,"Total, custodial admissions",Male,918
2013/2014,Northwest Territories,"Total, custodial admissions",Female,63
2013/2014,Northwest Territories,"Total, custodial admissions",Sex unknown,0
2013/2014,Northwest Territories,Sentenced,"Total, custodial admission by sex",522
2013/2014,Northwest Territories,Sentenced,Male,480
2013/2014,Northwest Territories,Sentenced,Female,42
2013/2014,Northwest Territories,Sentenced,Sex unknown,0
2013/2014,Northwest Territories,Remand,"Total, custodial admission by sex",459
2013/2014,Northwest Territories,Remand,Male,438
2013/2014,Northwest Territories,Remand,Female,21
2013/2014,Northwest Territories,Remand,Sex unknown,0
2013/2014,Northwest Territories,Other custodial statuses,"Total, custodial admission by sex",
2013/2014,Northwest Territories,Other custodial statuses,Male,
2013/2014,Northwest Territories,Other custodial statuses,Female,
2013/2014,Northwest Territories,Other custodial statuses,Sex unknown,
2013/2014,Nunavut,"Total, custodial admissions","Total, custodial admission by sex",1033
2013/2014,Nunavut,"Total, custodial admissions",Male,976
2013/2014,Nunavut,"Total, custodial admissions",Female,57
2013/2014,Nunavut,"Total, custodial admissions",Sex unknown,0
2013/2014,Nunavut,Sentenced,"Total, custodial admission by sex",561
2013/2014,Nunavut,Sentenced,Male,538
2013/2014,Nunavut,Sentenced,Female,23
2013/2014,Nunavut,Sentenced,Sex unknown,0
2013/2014,Nunavut,Remand,"Total, custodial admission by sex",472
2013/2014,Nunavut,Remand,Male,438
2013/2014,Nunavut,Remand,Female,34
2013/2014,Nunavut,Remand,Sex unknown,0
2014/2015,All Provinces and territories,"Total, custodial admissions","Total, custodial admission by sex",197454
2014/2015,All Provinces and territories,"Total, custodial admissions",Male,172099
2014/2015,All Provinces and territories,"Total, custodial admissions",Female,25103
2014/2015,All Provinces and territories,"Total, custodial admissions",Sex unknown,252
2014/2015,All Provinces and territories,Sentenced,"Total, custodial admission by sex",62279
2014/2015,All Provinces and territories,Sentenced,Male,55535
2014/2015,All Provinces and territories,Sentenced,Female,6654
2014/2015,All Provinces and territories,Sentenced,Sex unknown,90
2014/2015,All Provinces and territories,Remand,"Total, custodial admission by sex",117211
2014/2015,All Provinces and territories,Remand,Male,101499
2014/2015,All Provinces and territories,Remand,Female,15565
2014/2015,All Provinces and territories,Remand,Sex unknown,147
2014/2015,All Provinces and territories,Other custodial statuses,"Total, custodial admission by sex",17964
2014/2015,All Provinces and territories,Other custodial statuses,Male,15065
2014/2015,All Provinces and territories,Other custodial statuses,Female,2884
2014/2015,All Provinces and territories,Other custodial statuses,Sex unknown,15
2014/2015,Newfoundland and Labrador,"Total, custodial admissions","Total, custodial admission by sex",1981
2014/2015,Newfoundland and Labrador,"Total, custodial admissions",Male,1761
2014/2015,Newfoundland and Labrador,"Total, custodial admissions",Female,208
2014/2015,Newfoundland and Labrador,"Total, custodial admissions",Sex unknown,12
2014/2015,Newfoundland and Labrador,Sentenced,"Total, custodial admission by sex",1131
2014/2015,Newfoundland and Labrador,Sentenced,Male,1004
2014/2015,Newfoundland and Labrador,Sentenced,Female,121
2014/2015,Newfoundland and Labrador,Sentenced,Sex unknown,6
2014/2015,Newfoundland and Labrador,Remand,"Total, custodial admission by sex",764
2014/2015,Newfoundland and Labrador,Remand,Male,677
2014/2015,Newfoundland and Labrador,Remand,Female,82
2014/2015,Newfoundland and Labrador,Remand,Sex unknown,5
2014/2015,Newfoundland and Labrador,Other custodial statuses,"Total, custodial admission by sex",86
2014/2015,Newfoundland and Labrador,Other custodial statuses,Male,80
2014/2015,Newfoundland and Labrador,Other custodial statuses,Female,5
2014/2015,Newfoundland and Labrador,Other custodial statuses,Sex unknown,1
2014/2015,Prince Edward Island,"Total, custodial admissions","Total, custodial admission by sex",754
2014/2015,Prince Edward Island,"Total, custodial admissions",Male,629
2014/2015,Prince Edward Island,"Total, custodial admissions",Female,125
2014/2015,Prince Edward Island,"Total, custodial admissions",Sex unknown,0
2014/2015,Prince Edward Island,Sentenced,"Total, custodial admission by sex",547
2014/2015,Prince Edward Island,Sentenced,Male,448
2014/2015,Prince Edward Island,Sentenced,Female,99
2014/2015,Prince Edward Island,Sentenced,Sex unknown,0
2014/2015,Prince Edward Island,Remand,"Total, custodial admission by sex",207
2014/2015,Prince Edward Island,Remand,Male,181
2014/2015,Prince Edward Island,Remand,Female,26
2014/2015,Prince Edward Island,Remand,Sex unknown,0
2014/2015,Prince Edward Island,Other custodial statuses,"Total, custodial admission by sex",0
2014/2015,Prince Edward Island,Other custodial statuses,Male,0
2014/2015,Prince Edward Island,Other custodial statuses,Female,0
2014/2015,Prince Edward Island,Other custodial statuses,Sex unknown,0
2014/2015,Nova Scotia,"Total, custodial admissions","Total, custodial admission by sex",5079
2014/2015,Nova Scotia,"Total, custodial admissions",Male,4211
2014/2015,Nova Scotia,"Total, custodial admissions",Female,638
2014/2015,Nova Scotia,"Total, custodial admissions",Sex unknown,230
2014/2015,Nova Scotia,Sentenced,"Total, custodial admission by sex",1837
2014/2015,Nova Scotia,Sentenced,Male,1553
2014/2015,Nova Scotia,Sentenced,Female,202
2014/2015,Nova Scotia,Sentenced,Sex unknown,82
2014/2015,Nova Scotia,Remand,"Total, custodial admission by sex",2995
2014/2015,Nova Scotia,Remand,Male,2438
2014/2015,Nova Scotia,Remand,Female,421
2014/2015,Nova Scotia,Remand,Sex unknown,136
2014/2015,Nova Scotia,Other custodial statuses,"Total, custodial admission by sex",247
2014/2015,Nova Scotia,Other custodial statuses,Male,220
2014/2015,Nova Scotia,Other custodial statuses,Female,15
2014/2015,Nova Scotia,Other custodial statuses,Sex unknown,12
2014/2015,New Brunswick,"Total, custodial admissions","Total, custodial admission by sex",4736
2014/2015,New Brunswick,"Total, custodial admissions",Male,4144
2014/2015,New Brunswick,"Total, custodial admissions",Female,592
2014/2015,New Brunswick,"Total, custodial admissions",Sex unknown,0
2014/2015,New Brunswick,Sentenced,"Total, custodial admission by sex",2306
2014/2015,New Brunswick,Sentenced,Male,2019
2014/2015,New Brunswick,Sentenced,Female,287
2014/2015,New Brunswick,Sentenced,Sex unknown,0
2014/2015,New Brunswick,Remand,"Total, custodial admission by sex",1987
2014/2015,New Brunswick,Remand,Male,1757
2014/2015,New Brunswick,Remand,Female,230
2014/2015,New Brunswick,Remand,Sex unknown,0
2014/2015,New Brunswick,Other custodial statuses,"Total, custodial admission by sex",443
2014/2015,New Brunswick,Other custodial statuses,Male,368
2014/2015,New Brunswick,Other custodial statuses,Female,75
2014/2015,New Brunswick,Other custodial statuses,Sex unknown,0
2014/2015,Quebec,"Total, custodial admissions","Total, custodial admission by sex",43843
2014/2015,Quebec,"Total, custodial admissions",Male,39176
2014/2015,Quebec,"Total, custodial admissions",Female,4667
2014/2015,Quebec,"Total, custodial admissions",Sex unknown,0
2014/2015,Quebec,Sentenced,"Total, custodial admission by sex",10290
2014/2015,Quebec,Sentenced,Male,9375
2014/2015,Quebec,Sentenced,Female,915
2014/2015,Quebec,Sentenced,Sex unknown,0
2014/2015,Quebec,Remand,"Total, custodial admission by sex",30106
2014/2015,Quebec,Remand,Male,26847
2014/2015,Quebec,Remand,Female,3259
2014/2015,Quebec,Remand,Sex unknown,0
2014/2015,Quebec,Other custodial statuses,"Total, custodial admission by sex",3447
2014/2015,Quebec,Other custodial statuses,Male,2954
2014/2015,Quebec,Other custodial statuses,Female,493
2014/2015,Quebec,Other custodial statuses,Sex unknown,0
2014/2015,Ontario,"Total, custodial admissions","Total, custodial admission by sex",75657
2014/2015,Ontario,"Total, custodial admissions",Male,66252
2014/2015,Ontario,"Total, custodial admissions",Female,9405
2014/2015,Ontario,"Total, custodial admissions",Sex unknown,0
2014/2015,Ontario,Sentenced,"Total, custodial admission by sex",24845
2014/2015,Ontario,Sentenced,Male,22305
2014/2015,Ontario,Sentenced,Female,2540
2014/2015,Ontario,Sentenced,Sex unknown,0
2014/2015,Ontario,Remand,"Total, custodial admission by sex",46259
2014/2015,Ontario,Remand,Male,39787
2014/2015,Ontario,Remand,Female,6472
2014/2015,Ontario,Remand,Sex unknown,0
2014/2015,Ontario,Other custodial statuses,"Total, custodial admission by sex",4553
2014/2015,Ontario,Other custodial statuses,Male,4160
2014/2015,Ontario,Other custodial statuses,Female,393
2014/2015,Ontario,Other custodial statuses,Sex unknown,0
2014/2015,Manitoba,"Total, custodial admissions","Total, custodial admission by sex",26404
2014/2015,Manitoba,"Total, custodial admissions",Male,21558
2014/2015,Manitoba,"Total, custodial admissions",Female,4844
2014/2015,Manitoba,"Total, custodial admissions",Sex unknown,2
2014/2015,Manitoba,Sentenced,"Total, custodial admission by sex",6229
2014/2015,Manitoba,Sentenced,Male,5449
2014/2015,Manitoba,Sentenced,Female,780
2014/2015,Manitoba,Sentenced,Sex unknown,0
2014/2015,Manitoba,Remand,"Total, custodial admission by sex",12717
2014/2015,Manitoba,Remand,Male,10429
2014/2015,Manitoba,Remand,Female,2288
2014/2015,Manitoba,Remand,Sex unknown,0
2014/2015,Manitoba,Other custodial statuses,"Total, custodial admission by sex",7458
2014/2015,Manitoba,Other custodial statuses,Male,5680
2014/2015,Manitoba,Other custodial statuses,Female,1776
2014/2015,Manitoba,Other custodial statuses,Sex unknown,2
2014/2015,Saskatchewan,"Total, custodial admissions","Total, custodial admission by sex",12193
2014/2015,Saskatchewan,"Total, custodial admissions",Male,10353
2014/2015,Saskatchewan,"Total, custodial admissions",Female,1832
2014/2015,Saskatchewan,"Total, custodial admissions",Sex unknown,8
2014/2015,Saskatchewan,Sentenced,"Total, custodial admission by sex",4401
2014/2015,Saskatchewan,Sentenced,Male,3809
2014/2015,Saskatchewan,Sentenced,Female,590
2014/2015,Saskatchewan,Sentenced,Sex unknown,2
2014/2015,Saskatchewan,Remand,"Total, custodial admission by sex",7476
2014/2015,Saskatchewan,Remand,Male,6255
2014/2015,Saskatchewan,Remand,Female,1215
2014/2015,Saskatchewan,Remand,Sex unknown,6
2014/2015,Saskatchewan,Other custodial statuses,"Total, custodial admission by sex",316
2014/2015,Saskatchewan,Other custodial statuses,Male,289
2014/2015,Saskatchewan,Other custodial statuses,Female,27
2014/2015,Saskatchewan,Other custodial statuses,Sex unknown,0
2014/2015,Alberta,"Total, custodial admissions","Total, custodial admission by sex",
2014/2015,Alberta,"Total, custodial admissions",Male,
2014/2015,Alberta,"Total, custodial admissions",Female,
2014/2015,Alberta,"Total, custodial admissions",Sex unknown,
2014/2015,Alberta,Sentenced,"Total, custodial admission by sex",
2014/2015,Alberta,Sentenced,Male,
2014/2015,Alberta,Sentenced,Female,
2014/2015,Alberta,Sentenced,Sex unknown,
2014/2015,Alberta,Remand,"Total, custodial admission by sex",
2014/2015,Alberta,Remand,Male,
2014/2015,Alberta,Remand,Female,
2014/2015,Alberta,Remand,Sex unknown,
2014/2015,Alberta,Other custodial statuses,"Total, custodial admission by sex",
2014/2015,Alberta,Other custodial statuses,Male,
2014/2015,Alberta,Other custodial statuses,Female,
2014/2015,Alberta,Other custodial statuses,Sex unknown,
2014/2015,British Columbia,"Total, custodial admissions","Total, custodial admission by sex",24238
2014/2015,British Columbia,"Total, custodial admissions",Male,21640
2014/2015,British Columbia,"Total, custodial admissions",Female,2598
