REF_DATE,GEO,Custodial and community supervision,VALUE
2004/2005,Nova Scotia,On-register count,351.6
2004/2005,Nova Scotia,"Incarceration rates per 100,000 adults",41.55
2004/2005,Nova Scotia,Total community supervision count,
2004/2005,Nova Scotia,"Probation, community supervision",
2004/2005,Nova Scotia,"Conditional sentence, community supervision",
2004/2005,Nova Scotia,"Probation rates per 100,000 adults",
2004/2005,New Brunswick,Total actual-in count,305.2
2004/2005,New Brunswick,"Sentenced, actual-in count",211.8
2004/2005,New Brunswick,"Remand, actual-in count",93.3
2004/2005,New Brunswick,"Other statuses, actual-in count",
2004/2005,New Brunswick,On-register count,390.2
2004/2005,New Brunswick,"Incarceration rates per 100,000 adults",51.25
2004/2005,New Brunswick,Total community supervision count,
2004/2005,New Brunswick,"Probation, community supervision",
2004/2005,New Brunswick,"Conditional sentence, community supervision",
2004/2005,New Brunswick,"Probation rates per 100,000 adults",
2004/2005,Quebec,Total actual-in count,3891.1
2004/2005,Quebec,"Sentenced, actual-in count",2246.2
2004/2005,Quebec,"Remand, actual-in count",1644.9
2004/2005,Quebec,On-register count,4292.1
2004/2005,Quebec,"Incarceration rates per 100,000 adults",65.04
2004/2005,Quebec,Total community supervision count,12959.8
2004/2005,Quebec,"Probation, community supervision",8908.5
2004/2005,Quebec,"Conditional sentence, community supervision",3534.5
2004/2005,Quebec,"Provincial parole, community supervision",516.8
2004/2005,Quebec,"Probation rates per 100,000 adults",148.91
2004/2005,Ontario,Total actual-in count,7774.2
2004/2005,Ontario,"Sentenced, actual-in count",2895.5
2004/2005,Ontario,"Remand, actual-in count",4669.9
2004/2005,Ontario,"Other statuses, actual-in count",208.8
2004/2005,Ontario,On-register count,8813.2
2004/2005,Ontario,"Incarceration rates per 100,000 adults",80.97
2004/2005,Ontario,Total community supervision count,56043.6
2004/2005,Ontario,"Probation, community supervision",52220.2
2004/2005,Ontario,"Conditional sentence, community supervision",3696.4
2004/2005,Ontario,"Provincial parole, community supervision",127
2004/2005,Ontario,"Probation rates per 100,000 adults",543.9
2004/2005,Manitoba,Total actual-in count,1146.8
2004/2005,Manitoba,"Sentenced, actual-in count",487.4
2004/2005,Manitoba,"Remand, actual-in count",659.4
2004/2005,Manitoba,On-register count,1271.7
2004/2005,Manitoba,"Incarceration rates per 100,000 adults",129.03
2004/2005,Manitoba,Total community supervision count,6729.8
2004/2005,Manitoba,"Probation, community supervision",5818.7
2004/2005,Manitoba,"Conditional sentence, community supervision",911.1
2004/2005,Manitoba,"Probation rates per 100,000 adults",654.67
2004/2005,Saskatchewan,Total actual-in count,1204
2004/2005,Saskatchewan,"Sentenced, actual-in count",827
2004/2005,Saskatchewan,"Remand, actual-in count",377
2004/2005,Saskatchewan,On-register count,1228.7
2004/2005,Saskatchewan,"Incarceration rates per 100,000 adults",160.05
2004/2005,Saskatchewan,Total community supervision count,5363.6
2004/2005,Saskatchewan,"Probation, community supervision",4069.1
2004/2005,Saskatchewan,"Conditional sentence, community supervision",1294.5
2004/2005,Saskatchewan,"Probation rates per 100,000 adults",540.9
2004/2005,Alberta,Total actual-in count,2220.6
2004/2005,Alberta,"Sentenced, actual-in count",1217.6
2004/2005,Alberta,"Remand, actual-in count",1003
2004/2005,Alberta,On-register count,2529.6
2004/2005,Alberta,"Incarceration rates per 100,000 adults",90.01
2004/2005,Alberta,Total community supervision count,9343.9
2004/2005,Alberta,"Probation, community supervision",7873.9
2004/2005,Alberta,"Conditional sentence, community supervision",1470
2004/2005,Alberta,"Probation rates per 100,000 adults",319.16
2004/2005,British Columbia,Total actual-in count,2211.6
2004/2005,British Columbia,"Sentenced, actual-in count",1086.3
2004/2005,British Columbia,"Remand, actual-in count",1054.3
2004/2005,British Columbia,"Other statuses, actual-in count",70.9
2004/2005,British Columbia,On-register count,2228.4
2004/2005,British Columbia,"Incarceration rates per 100,000 adults",67.18
2004/2005,British Columbia,Total community supervision count,12856.8
2004/2005,British Columbia,"Probation, community supervision",10664.9
2004/2005,British Columbia,"Conditional sentence, community supervision",2025.8
2004/2005,British Columbia,"Provincial parole, community supervision",166.2
2004/2005,British Columbia,"Probation rates per 100,000 adults",323.96
2004/2005,Yukon,Total actual-in count,62.4
2004/2005,Yukon,"Sentenced, actual-in count",29.7
2004/2005,Yukon,"Remand, actual-in count",32.6
2004/2005,Yukon,"Other statuses, actual-in count",
2004/2005,Yukon,On-register count,74.1
2004/2005,Yukon,"Incarceration rates per 100,000 adults",259.59
2004/2005,Yukon,Total community supervision count,279.8
2004/2005,Yukon,"Probation, community supervision",240.6
2004/2005,Yukon,"Conditional sentence, community supervision",39.2
2004/2005,Yukon,"Probation rates per 100,000 adults",1001.53
2004/2005,Northwest Territories,Total actual-in count,230.3
2004/2005,Northwest Territories,"Sentenced, actual-in count",198.8
2004/2005,Northwest Territories,"Remand, actual-in count",31.5
2004/2005,Northwest Territories,"Other statuses, actual-in count",
2004/2005,Northwest Territories,On-register count,250.3
2004/2005,Northwest Territories,"Incarceration rates per 100,000 adults",752.97
2004/2005,Northwest Territories,Total community supervision count,
2004/2005,Northwest Territories,"Probation, community supervision",
2004/2005,Northwest Territories,"Conditional sentence, community supervision",
2004/2005,Northwest Territories,"Probation rates per 100,000 adults",
2004/2005,Nunavut,Total actual-in count,82.3
2004/2005,Nunavut,"Sentenced, actual-in count",45.2
2004/2005,Nunavut,"Remand, actual-in count",36.3
2004/2005,Nunavut,"Other statuses, actual-in count",0.8
2004/2005,Nunavut,On-register count,84.6
2004/2005,Nunavut,"Incarceration rates per 100,000 adults",465.14
2004/2005,Nunavut,Total community supervision count,583.4
2004/2005,Nunavut,"Probation, community supervision",502.2
2004/2005,Nunavut,"Conditional sentence, community supervision",81.3
2004/2005,Nunavut,"Probation rates per 100,000 adults",2839.83
2005/2006,Provinces and Territories,Total actual-in count,20794
2005/2006,Provinces and Territories,"Sentenced, actual-in count",9476.2
2005/2006,Provinces and Territories,"Remand, actual-in count",11040.3
2005/2006,Provinces and Territories,"Other statuses, actual-in count",277.4
2005/2006,Provinces and Territories,On-register count,22517.7
2005/2006,Provinces and Territories,"Incarceration rates per 100,000 adults",82.74
2005/2006,Provinces and Territories,Total community supervision count,106181.7
2005/2006,Provinces and Territories,"Probation, community supervision",92003.6
2005/2006,Provinces and Territories,"Conditional sentence, community supervision",13251.9
2005/2006,Provinces and Territories,"Provincial parole, community supervision",926.2
2005/2006,Provinces and Territories,"Probation rates per 100,000 adults",387.28
2005/2006,Newfoundland and Labrador,Total actual-in count,279.9
2005/2006,Newfoundland and Labrador,"Sentenced, actual-in count",207.7
2005/2006,Newfoundland and Labrador,"Remand, actual-in count",72.2
2005/2006,Newfoundland and Labrador,"Other statuses, actual-in count",
2005/2006,Newfoundland and Labrador,On-register count,304
2005/2006,Newfoundland and Labrador,"Incarceration rates per 100,000 adults",67.78
2005/2006,Newfoundland and Labrador,Total community supervision count,1943.7
2005/2006,Newfoundland and Labrador,"Probation, community supervision",1806.5
2005/2006,Newfoundland and Labrador,"Conditional sentence, community supervision",137.2
2005/2006,Newfoundland and Labrador,"Probation rates per 100,000 adults",437.56
2005/2006,Prince Edward Island,Total actual-in count,
2005/2006,Prince Edward Island,"Sentenced, actual-in count",
2005/2006,Prince Edward Island,"Remand, actual-in count",
2005/2006,Prince Edward Island,"Other statuses, actual-in count",
2005/2006,Prince Edward Island,On-register count,
2005/2006,Prince Edward Island,"Incarceration rates per 100,000 adults",
2005/2006,Prince Edward Island,Total community supervision count,
2005/2006,Prince Edward Island,"Probation, community supervision",
2005/2006,Prince Edward Island,"Conditional sentence, community supervision",
2005/2006,Prince Edward Island,"Probation rates per 100,000 adults",
2005/2006,Nova Scotia,Total actual-in count,340.6
2005/2006,Nova Scotia,"Sentenced, actual-in count",184.1
2005/2006,Nova Scotia,"Remand, actual-in count",135.7
2005/2006,Nova Scotia,"Other statuses, actual-in count",20.8
2005/2006,Nova Scotia,On-register count,391.6
2005/2006,Nova Scotia,"Incarceration rates per 100,000 adults",45.55
2005/2006,Nova Scotia,Total community supervision count,
2005/2006,Nova Scotia,"Probation, community supervision",
2005/2006,Nova Scotia,"Conditional sentence, community supervision",
2005/2006,Nova Scotia,"Probation rates per 100,000 adults",
2005/2006,New Brunswick,Total actual-in count,324.3
2005/2006,New Brunswick,"Sentenced, actual-in count",233.2
2005/2006,New Brunswick,"Remand, actual-in count",91.1
2005/2006,New Brunswick,"Other statuses, actual-in count",
2005/2006,New Brunswick,On-register count,397.3
2005/2006,New Brunswick,"Incarceration rates per 100,000 adults",54.35
2005/2006,New Brunswick,Total community supervision count,
2005/2006,New Brunswick,"Probation, community supervision",
2005/2006,New Brunswick,"Conditional sentence, community supervision",
2005/2006,New Brunswick,"Probation rates per 100,000 adults",
2005/2006,Quebec,Total actual-in count,3946.1
2005/2006,Quebec,"Sentenced, actual-in count",2227
2005/2006,Quebec,"Remand, actual-in count",1719.1
2005/2006,Quebec,On-register count,4263.1
2005/2006,Quebec,"Incarceration rates per 100,000 adults",65.42
2005/2006,Quebec,Total community supervision count,13299.2
2005/2006,Quebec,"Probation, community supervision",9148.6
2005/2006,Quebec,"Conditional sentence, community supervision",3523.1
2005/2006,Quebec,"Provincial parole, community supervision",627.5
2005/2006,Quebec,"Probation rates per 100,000 adults",151.67
2005/2006,Ontario,Total actual-in count,8114.9
2005/2006,Ontario,"Sentenced, actual-in count",2796.3
2005/2006,Ontario,"Remand, actual-in count",5125.3
2005/2006,Ontario,"Other statuses, actual-in count",193.3
2005/2006,Ontario,On-register count,8929.6
2005/2006,Ontario,"Incarceration rates per 100,000 adults",83.29
2005/2006,Ontario,Total community supervision count,56266.8
2005/2006,Ontario,"Probation, community supervision",52227.8
2005/2006,Ontario,"Conditional sentence, community supervision",3887.2
2005/2006,Ontario,"Provincial parole, community supervision",151.8
2005/2006,Ontario,"Probation rates per 100,000 adults",536.04
2005/2006,Manitoba,Total actual-in count,1348.3
2005/2006,Manitoba,"Sentenced, actual-in count",485.3
2005/2006,Manitoba,"Remand, actual-in count",863
2005/2006,Manitoba,On-register count,1462.3
2005/2006,Manitoba,"Incarceration rates per 100,000 adults",150.6
2005/2006,Manitoba,Total community supervision count,6408.4
2005/2006,Manitoba,"Probation, community supervision",5505.6
2005/2006,Manitoba,"Conditional sentence, community supervision",902.8
2005/2006,Manitoba,"Probation rates per 100,000 adults",614.94
2005/2006,Saskatchewan,Total actual-in count,1246
2005/2006,Saskatchewan,"Sentenced, actual-in count",835.6
2005/2006,Saskatchewan,"Remand, actual-in count",410.4
2005/2006,Saskatchewan,On-register count,1269
2005/2006,Saskatchewan,"Incarceration rates per 100,000 adults",165.51
2005/2006,Saskatchewan,Total community supervision count,5221.8
2005/2006,Saskatchewan,"Probation, community supervision",3963.4
2005/2006,Saskatchewan,"Conditional sentence, community supervision",1258.4
2005/2006,Saskatchewan,"Probation rates per 100,000 adults",526.47
2005/2006,Alberta,Total actual-in count,2439.9
2005/2006,Alberta,"Sentenced, actual-in count",1128
2005/2006,Alberta,"Remand, actual-in count",1311.9
2005/2006,Alberta,On-register count,2701.3
2005/2006,Alberta,"Incarceration rates per 100,000 adults",96.02
2005/2006,Alberta,Total community supervision count,9379.6
2005/2006,Alberta,"Probation, community supervision",7998.5
2005/2006,Alberta,"Conditional sentence, community supervision",1381.1
2005/2006,Alberta,"Probation rates per 100,000 adults",314.76
2005/2006,British Columbia,Total actual-in count,2389.9
2005/2006,British Columbia,"Sentenced, actual-in count",1130.9
2005/2006,British Columbia,"Remand, actual-in count",1197.9
2005/2006,British Columbia,"Other statuses, actual-in count",61.1
2005/2006,British Columbia,On-register count,2422.9
2005/2006,British Columbia,"Incarceration rates per 100,000 adults",71.62
2005/2006,British Columbia,Total community supervision count,12695.4
2005/2006,British Columbia,"Probation, community supervision",10494.8
2005/2006,British Columbia,"Conditional sentence, community supervision",2053.8
2005/2006,British Columbia,"Provincial parole, community supervision",146.8
2005/2006,British Columbia,"Probation rates per 100,000 adults",314.52
2005/2006,Yukon,Total actual-in count,56.9
2005/2006,Yukon,"Sentenced, actual-in count",26.4
2005/2006,Yukon,"Remand, actual-in count",30.5
2005/2006,Yukon,"Other statuses, actual-in count",
2005/2006,Yukon,On-register count,66.5
2005/2006,Yukon,"Incarceration rates per 100,000 adults",232.38
2005/2006,Yukon,Total community supervision count,330.4
2005/2006,Yukon,"Probation, community supervision",292.2
2005/2006,Yukon,"Conditional sentence, community supervision",38.3
2005/2006,Yukon,"Probation rates per 100,000 adults",1193.11
2005/2006,Northwest Territories,Total actual-in count,223.6
2005/2006,Northwest Territories,"Sentenced, actual-in count",173
