REF_DATE,GEO,Sex,Sentence length ordered,VALUE
2010/2011,New Brunswick,Male,Greater than 1 month to 3 months,528
2010/2011,New Brunswick,Male,Greater than 3 months to 6 months,285
2010/2011,New Brunswick,Male,Greater than 6 months to 12 months,155
2010/2011,New Brunswick,Male,Greater than 12 to less than 24 months,27
2010/2011,New Brunswick,Male,24 months or more,1
2010/2011,New Brunswick,Male,Unknown sentence length ordered,0
2010/2011,New Brunswick,Female,"Total, sentence length ordered",256
2010/2011,New Brunswick,Female,1 month or less,150
2010/2011,New Brunswick,Female,Greater than 1 month to 3 months,60
2010/2011,New Brunswick,Female,Greater than 3 months to 6 months,34
2010/2011,New Brunswick,Female,Greater than 6 months to 12 months,10
2010/2011,New Brunswick,Female,Greater than 12 to less than 24 months,2
2010/2011,New Brunswick,Female,24 months or more,0
2010/2011,New Brunswick,Female,Unknown sentence length ordered,0
2010/2011,New Brunswick,Sex unknown,"Total, sentence length ordered",0
2010/2011,New Brunswick,Sex unknown,1 month or less,0
2010/2011,New Brunswick,Sex unknown,Greater than 1 month to 3 months,0
2010/2011,New Brunswick,Sex unknown,Greater than 3 months to 6 months,0
2010/2011,New Brunswick,Sex unknown,Greater than 6 months to 12 months,0
2010/2011,New Brunswick,Sex unknown,Greater than 12 to less than 24 months,0
2010/2011,New Brunswick,Sex unknown,24 months or more,0
2010/2011,New Brunswick,Sex unknown,Unknown sentence length ordered,0
2010/2011,Quebec,"Total, custodial admission by sex","Total, sentence length ordered",8087
2010/2011,Quebec,"Total, custodial admission by sex",1 month or less,3067
2010/2011,Quebec,"Total, custodial admission by sex",Greater than 1 month to 3 months,1562
2010/2011,Quebec,"Total, custodial admission by sex",Greater than 3 months to 6 months,632
2010/2011,Quebec,"Total, custodial admission by sex",Greater than 6 months to 12 months,464
2010/2011,Quebec,"Total, custodial admission by sex",Greater than 12 to less than 24 months,282
2010/2011,Quebec,"Total, custodial admission by sex",24 months or more,140
2010/2011,Quebec,"Total, custodial admission by sex",Unknown sentence length ordered,1940
2010/2011,Quebec,"Total, custodial admission by sex",Median sentence length ordered,30
2010/2011,Quebec,Male,"Total, sentence length ordered",7400
2010/2011,Quebec,Male,1 month or less,2719
2010/2011,Quebec,Male,Greater than 1 month to 3 months,1444
2010/2011,Quebec,Male,Greater than 3 months to 6 months,578
2010/2011,Quebec,Male,Greater than 6 months to 12 months,443
2010/2011,Quebec,Male,Greater than 12 to less than 24 months,254
2010/2011,Quebec,Male,24 months or more,134
2010/2011,Quebec,Male,Unknown sentence length ordered,1828
2010/2011,Quebec,Male,Median sentence length ordered,34
2010/2011,Quebec,Female,"Total, sentence length ordered",687
2010/2011,Quebec,Female,1 month or less,348
2010/2011,Quebec,Female,Greater than 1 month to 3 months,118
2010/2011,Quebec,Female,Greater than 3 months to 6 months,54
2010/2011,Quebec,Female,Greater than 6 months to 12 months,21
2010/2011,Quebec,Female,Greater than 12 to less than 24 months,28
2010/2011,Quebec,Female,24 months or more,6
2010/2011,Quebec,Female,Unknown sentence length ordered,112
2010/2011,Quebec,Female,Median sentence length ordered,30
2010/2011,Quebec,Sex unknown,"Total, sentence length ordered",0
2010/2011,Quebec,Sex unknown,1 month or less,0
2010/2011,Quebec,Sex unknown,Greater than 1 month to 3 months,0
2010/2011,Quebec,Sex unknown,Greater than 3 months to 6 months,0
2010/2011,Quebec,Sex unknown,Greater than 6 months to 12 months,0
2010/2011,Quebec,Sex unknown,Greater than 12 to less than 24 months,0
2010/2011,Quebec,Sex unknown,24 months or more,0
2010/2011,Quebec,Sex unknown,Unknown sentence length ordered,0
2010/2011,Ontario,"Total, custodial admission by sex","Total, sentence length ordered",31682
2010/2011,Ontario,"Total, custodial admission by sex",1 month or less,16433
2010/2011,Ontario,"Total, custodial admission by sex",Greater than 1 month to 3 months,8367
2010/2011,Ontario,"Total, custodial admission by sex",Greater than 3 months to 6 months,2793
2010/2011,Ontario,"Total, custodial admission by sex",Greater than 6 months to 12 months,1356
2010/2011,Ontario,"Total, custodial admission by sex",Greater than 12 to less than 24 months,497
2010/2011,Ontario,"Total, custodial admission by sex",24 months or more,13
2010/2011,Ontario,"Total, custodial admission by sex",Unknown sentence length ordered,2223
2010/2011,Ontario,"Total, custodial admission by sex",Median sentence length ordered,30
2010/2011,Ontario,Male,"Total, sentence length ordered",28657
2010/2011,Ontario,Male,1 month or less,14398
2010/2011,Ontario,Male,Greater than 1 month to 3 months,7808
2010/2011,Ontario,Male,Greater than 3 months to 6 months,2608
2010/2011,Ontario,Male,Greater than 6 months to 12 months,1288
2010/2011,Ontario,Male,Greater than 12 to less than 24 months,477
2010/2011,Ontario,Male,24 months or more,13
2010/2011,Ontario,Male,Unknown sentence length ordered,2065
2010/2011,Ontario,Male,Median sentence length ordered,
2010/2011,Ontario,Female,"Total, sentence length ordered",3025
2010/2011,Ontario,Female,1 month or less,2035
2010/2011,Ontario,Female,Greater than 1 month to 3 months,559
2010/2011,Ontario,Female,Greater than 3 months to 6 months,185
2010/2011,Ontario,Female,Greater than 6 months to 12 months,68
2010/2011,Ontario,Female,Greater than 12 to less than 24 months,20
2010/2011,Ontario,Female,24 months or more,0
2010/2011,Ontario,Female,Unknown sentence length ordered,158
2010/2011,Ontario,Female,Median sentence length ordered,
2010/2011,Ontario,Sex unknown,"Total, sentence length ordered",0
2010/2011,Ontario,Sex unknown,1 month or less,0
2010/2011,Ontario,Sex unknown,Greater than 1 month to 3 months,0
2010/2011,Ontario,Sex unknown,Greater than 3 months to 6 months,0
2010/2011,Ontario,Sex unknown,Greater than 6 months to 12 months,0
2010/2011,Ontario,Sex unknown,Greater than 12 to less than 24 months,0
2010/2011,Ontario,Sex unknown,24 months or more,0
2010/2011,Ontario,Sex unknown,Unknown sentence length ordered,0
2010/2011,Manitoba,"Total, custodial admission by sex","Total, sentence length ordered",5328
2010/2011,Manitoba,"Total, custodial admission by sex",1 month or less,1497
2010/2011,Manitoba,"Total, custodial admission by sex",Greater than 1 month to 3 months,1273
2010/2011,Manitoba,"Total, custodial admission by sex",Greater than 3 months to 6 months,801
2010/2011,Manitoba,"Total, custodial admission by sex",Greater than 6 months to 12 months,563
2010/2011,Manitoba,"Total, custodial admission by sex",Greater than 12 to less than 24 months,374
2010/2011,Manitoba,"Total, custodial admission by sex",24 months or more,420
2010/2011,Manitoba,"Total, custodial admission by sex",Unknown sentence length ordered,400
2010/2011,Manitoba,"Total, custodial admission by sex",Median sentence length ordered,90
2010/2011,Manitoba,Male,"Total, sentence length ordered",4826
2010/2011,Manitoba,Male,1 month or less,1307
2010/2011,Manitoba,Male,Greater than 1 month to 3 months,1147
2010/2011,Manitoba,Male,Greater than 3 months to 6 months,725
2010/2011,Manitoba,Male,Greater than 6 months to 12 months,532
2010/2011,Manitoba,Male,Greater than 12 to less than 24 months,347
2010/2011,Manitoba,Male,24 months or more,395
2010/2011,Manitoba,Male,Unknown sentence length ordered,373
2010/2011,Manitoba,Male,Median sentence length ordered,90
2010/2011,Manitoba,Female,"Total, sentence length ordered",502
2010/2011,Manitoba,Female,1 month or less,190
2010/2011,Manitoba,Female,Greater than 1 month to 3 months,126
2010/2011,Manitoba,Female,Greater than 3 months to 6 months,76
2010/2011,Manitoba,Female,Greater than 6 months to 12 months,31
2010/2011,Manitoba,Female,Greater than 12 to less than 24 months,27
2010/2011,Manitoba,Female,24 months or more,25
2010/2011,Manitoba,Female,Unknown sentence length ordered,27
2010/2011,Manitoba,Female,Median sentence length ordered,57
2010/2011,Manitoba,Sex unknown,"Total, sentence length ordered",0
2010/2011,Manitoba,Sex unknown,1 month or less,0
2010/2011,Manitoba,Sex unknown,Greater than 1 month to 3 months,0
2010/2011,Manitoba,Sex unknown,Greater than 3 months to 6 months,0
2010/2011,Manitoba,Sex unknown,Greater than 6 months to 12 months,0
2010/2011,Manitoba,Sex unknown,Greater than 12 to less than 24 months,0
2010/2011,Manitoba,Sex unknown,24 months or more,0
2010/2011,Manitoba,Sex unknown,Unknown sentence length ordered,0
2010/2011,Manitoba,Sex unknown,Median sentence length ordered,
2010/2011,Saskatchewan,"Total, custodial admission by sex","Total, sentence length ordered",4441
2010/2011,Saskatchewan,"Total, custodial admission by sex",1 month or less,997
2010/2011,Saskatchewan,"Total, custodial admission by sex",Greater than 1 month to 3 months,1283
2010/2011,Saskatchewan,"Total, custodial admission by sex",Greater than 3 months to 6 months,858
2010/2011,Saskatchewan,"Total, custodial admission by sex",Greater than 6 months to 12 months,562
2010/2011,Saskatchewan,"Total, custodial admission by sex",Greater than 12 to less than 24 months,316
2010/2011,Saskatchewan,"Total, custodial admission by sex",24 months or more,422
2010/2011,Saskatchewan,"Total, custodial admission by sex",Unknown sentence length ordered,3
2010/2011,Saskatchewan,"Total, custodial admission by sex",Median sentence length ordered,90
2010/2011,Saskatchewan,Male,"Total, sentence length ordered",3853
2010/2011,Saskatchewan,Male,1 month or less,845
2010/2011,Saskatchewan,Male,Greater than 1 month to 3 months,1055
2010/2011,Saskatchewan,Male,Greater than 3 months to 6 months,745
2010/2011,Saskatchewan,Male,Greater than 6 months to 12 months,510
2010/2011,Saskatchewan,Male,Greater than 12 to less than 24 months,293
2010/2011,Saskatchewan,Male,24 months or more,402
2010/2011,Saskatchewan,Male,Unknown sentence length ordered,3
2010/2011,Saskatchewan,Male,Median sentence length ordered,
2010/2011,Saskatchewan,Female,"Total, sentence length ordered",585
2010/2011,Saskatchewan,Female,1 month or less,149
2010/2011,Saskatchewan,Female,Greater than 1 month to 3 months,228
2010/2011,Saskatchewan,Female,Greater than 3 months to 6 months,113
2010/2011,Saskatchewan,Female,Greater than 6 months to 12 months,52
2010/2011,Saskatchewan,Female,Greater than 12 to less than 24 months,23
2010/2011,Saskatchewan,Female,24 months or more,20
2010/2011,Saskatchewan,Female,Unknown sentence length ordered,0
2010/2011,Saskatchewan,Female,Median sentence length ordered,
2010/2011,Saskatchewan,Sex unknown,"Total, sentence length ordered",3
2010/2011,Saskatchewan,Sex unknown,1 month or less,3
2010/2011,Saskatchewan,Sex unknown,Greater than 1 month to 3 months,0
2010/2011,Saskatchewan,Sex unknown,Greater than 3 months to 6 months,0
2010/2011,Saskatchewan,Sex unknown,Greater than 6 months to 12 months,0
2010/2011,Saskatchewan,Sex unknown,Greater than 12 to less than 24 months,0
2010/2011,Saskatchewan,Sex unknown,24 months or more,0
2010/2011,Saskatchewan,Sex unknown,Unknown sentence length ordered,0
2010/2011,Alberta,"Total, custodial admission by sex","Total, sentence length ordered",17728
2010/2011,Alberta,"Total, custodial admission by sex",Unknown sentence length ordered,17728
2010/2011,Alberta,Male,"Total, sentence length ordered",15089
2010/2011,Alberta,Male,Unknown sentence length ordered,15089
2010/2011,Alberta,Female,"Total, sentence length ordered",2639
2010/2011,Alberta,Female,Unknown sentence length ordered,2639
2010/2011,Alberta,Sex unknown,"Total, sentence length ordered",0
2010/2011,Alberta,Sex unknown,1 month or less,0
2010/2011,Alberta,Sex unknown,Greater than 1 month to 3 months,0
2010/2011,Alberta,Sex unknown,Greater than 3 months to 6 months,0
2010/2011,Alberta,Sex unknown,Greater than 6 months to 12 months,0
2010/2011,Alberta,Sex unknown,Greater than 12 to less than 24 months,0
2010/2011,Alberta,Sex unknown,24 months or more,0
2010/2011,Alberta,Sex unknown,Unknown sentence length ordered,0
2010/2011,British Columbia,"Total, custodial admission by sex","Total, sentence length ordered",8678
2010/2011,British Columbia,"Total, custodial admission by sex",1 month or less,4211
2010/2011,British Columbia,"Total, custodial admission by sex",Greater than 1 month to 3 months,1907
2010/2011,British Columbia,"Total, custodial admission by sex",Greater than 3 months to 6 months,1072
2010/2011,British Columbia,"Total, custodial admission by sex",Greater than 6 months to 12 months,645
2010/2011,British Columbia,"Total, custodial admission by sex",Greater than 12 to less than 24 months,251
2010/2011,British Columbia,"Total, custodial admission by sex",24 months or more,367
2010/2011,British Columbia,"Total, custodial admission by sex",Unknown sentence length ordered,225
2010/2011,British Columbia,"Total, custodial admission by sex",Median sentence length ordered,30
2010/2011,British Columbia,Male,"Total, sentence length ordered",7727
2010/2011,British Columbia,Male,1 month or less,3639
2010/2011,British Columbia,Male,Greater than 1 month to 3 months,1696
2010/2011,British Columbia,Male,Greater than 3 months to 6 months,987
2010/2011,British Columbia,Male,Greater than 6 months to 12 months,600
2010/2011,British Columbia,Male,Greater than 12 to less than 24 months,238
2010/2011,British Columbia,Male,24 months or more,351
2010/2011,British Columbia,Male,Unknown sentence length ordered,216
2010/2011,British Columbia,Male,Median sentence length ordered,
2010/2011,British Columbia,Female,"Total, sentence length ordered",951
2010/2011,British Columbia,Female,1 month or less,572
2010/2011,British Columbia,Female,Greater than 1 month to 3 months,211
2010/2011,British Columbia,Female,Greater than 3 months to 6 months,85
2010/2011,British Columbia,Female,Greater than 6 months to 12 months,45
2010/2011,British Columbia,Female,Greater than 12 to less than 24 months,13
2010/2011,British Columbia,Female,24 months or more,16
2010/2011,British Columbia,Female,Unknown sentence length ordered,9
2010/2011,British Columbia,Female,Median sentence length ordered,
2010/2011,British Columbia,Sex unknown,"Total, sentence length ordered",0
2010/2011,British Columbia,Sex unknown,1 month or less,0
2010/2011,British Columbia,Sex unknown,Greater than 1 month to 3 months,0
2010/2011,British Columbia,Sex unknown,Greater than 3 months to 6 months,0
2010/2011,British Columbia,Sex unknown,Greater than 6 months to 12 months,0
2010/2011,British Columbia,Sex unknown,Greater than 12 to less than 24 months,0
