REF_DATE,GEO,Custodial and community supervision,VALUE
2013/2014,Yukon,"Probation rate per 10,000 young persons",78.78
2013/2014,Northwest Territories,Total actual-in count,5.5
2013/2014,Northwest Territories,"Total sentenced custody, actual-in count",3.1
2013/2014,Northwest Territories,"Sentenced secure custody, actual-in count",0.9
2013/2014,Northwest Territories,"Sentenced open custody, actual-in count",2.2
2013/2014,Northwest Territories,"Pre-trial detention and other temporary detention, actual-in count",2.3
2013/2014,Northwest Territories,"Incarceration rates per 10,000 young persons",16.05
2013/2014,Northwest Territories,Total community supervision count,38.7
2013/2014,Northwest Territories,"Probation, community supervision",35
2013/2014,Northwest Territories,"Community portion of custody sentence, community supervision",1.3
2013/2014,Northwest Territories,"Deferred custody, community supervision",2.3
2013/2014,Northwest Territories,"Intensive support and supervision, community supervision",0
2013/2014,Northwest Territories,"Probation rate per 10,000 young persons",102.67
2013/2014,Nunavut,Total actual-in count,8.3
2013/2014,Nunavut,"Total sentenced custody, actual-in count",5.4
2013/2014,Nunavut,"Sentenced secure custody, actual-in count",3.7
2013/2014,Nunavut,"Sentenced open custody, actual-in count",1.8
2013/2014,Nunavut,"Pre-trial detention and other temporary detention, actual-in count",2.8
2013/2014,Nunavut,"Incarceration rates per 10,000 young persons",21.72
2013/2014,Nunavut,Total community supervision count,45.3
2013/2014,Nunavut,"Probation, community supervision",45.3
2013/2014,Nunavut,"Community portion of custody sentence, community supervision",0
2013/2014,Nunavut,"Probation rate per 10,000 young persons",119.11
2014/2015,Provinces and Territories,Total actual-in count,1040.1
2014/2015,Provinces and Territories,"Total sentenced custody, actual-in count",448
2014/2015,Provinces and Territories,"Sentenced secure custody, actual-in count",257.9
2014/2015,Provinces and Territories,"Sentenced open custody, actual-in count",190.1
2014/2015,Provinces and Territories,"Pre-trial detention and other temporary detention, actual-in count",561
2014/2015,Provinces and Territories,"Incarceration rates per 10,000 young persons",5.61
2014/2015,Provinces and Territories,Total community supervision count,7139
2014/2015,Provinces and Territories,"Probation, community supervision",6435.1
2014/2015,Provinces and Territories,"Community portion of custody sentence, community supervision",258.6
2014/2015,Provinces and Territories,"Deferred custody, community supervision",168.9
2014/2015,Provinces and Territories,"Intensive support and supervision, community supervision",276.4
2014/2015,Provinces and Territories,"Probation rate per 10,000 young persons",43.87
2014/2015,Newfoundland and Labrador,Total actual-in count,10.2
2014/2015,Newfoundland and Labrador,"Total sentenced custody, actual-in count",6.1
2014/2015,Newfoundland and Labrador,"Sentenced secure custody, actual-in count",3.5
2014/2015,Newfoundland and Labrador,"Sentenced open custody, actual-in count",2.6
2014/2015,Newfoundland and Labrador,"Pre-trial detention and other temporary detention, actual-in count",4
2014/2015,Newfoundland and Labrador,"Incarceration rates per 10,000 young persons",3.15
2014/2015,Newfoundland and Labrador,Total community supervision count,218.5
2014/2015,Newfoundland and Labrador,"Probation, community supervision",188.3
2014/2015,Newfoundland and Labrador,"Community portion of custody sentence, community supervision",28.2
2014/2015,Newfoundland and Labrador,"Deferred custody, community supervision",2.1
2014/2015,Newfoundland and Labrador,"Intensive support and supervision, community supervision",
2014/2015,Newfoundland and Labrador,"Probation rate per 10,000 young persons",58.08
2014/2015,Prince Edward Island,Total actual-in count,7.2
2014/2015,Prince Edward Island,"Total sentenced custody, actual-in count",5.2
2014/2015,Prince Edward Island,"Sentenced secure custody, actual-in count",1.8
2014/2015,Prince Edward Island,"Sentenced open custody, actual-in count",3.4
2014/2015,Prince Edward Island,"Pre-trial detention and other temporary detention, actual-in count",2
2014/2015,Prince Edward Island,"Incarceration rates per 10,000 young persons",7.15
2014/2015,Prince Edward Island,Total community supervision count,100.6
2014/2015,Prince Edward Island,"Probation, community supervision",93.2
2014/2015,Prince Edward Island,"Community portion of custody sentence, community supervision",7.4
2014/2015,Prince Edward Island,"Deferred custody, community supervision",0
2014/2015,Prince Edward Island,"Intensive support and supervision, community supervision",
2014/2015,Prince Edward Island,"Probation rate per 10,000 young persons",93.14
2014/2015,Nova Scotia,Total actual-in count,34.2
2014/2015,Nova Scotia,"Total sentenced custody, actual-in count",21.5
2014/2015,Nova Scotia,"Sentenced secure custody, actual-in count",2.4
2014/2015,Nova Scotia,"Sentenced open custody, actual-in count",19.1
2014/2015,Nova Scotia,"Pre-trial detention and other temporary detention, actual-in count",10.7
2014/2015,Nova Scotia,"Incarceration rates per 10,000 young persons",5.77
2014/2015,Nova Scotia,Total community supervision count,
2014/2015,Nova Scotia,"Probation, community supervision",
2014/2015,Nova Scotia,"Community portion of custody sentence, community supervision",
2014/2015,Nova Scotia,"Deferred custody, community supervision",
2014/2015,Nova Scotia,"Intensive support and supervision, community supervision",
2014/2015,Nova Scotia,"Probation rate per 10,000 young persons",
2014/2015,New Brunswick,Total actual-in count,37.3
2014/2015,New Brunswick,"Total sentenced custody, actual-in count",26.5
2014/2015,New Brunswick,"Sentenced secure custody, actual-in count",11.7
2014/2015,New Brunswick,"Sentenced open custody, actual-in count",14.8
2014/2015,New Brunswick,"Pre-trial detention and other temporary detention, actual-in count",10
2014/2015,New Brunswick,"Incarceration rates per 10,000 young persons",7.79
2014/2015,New Brunswick,Total community supervision count,
2014/2015,New Brunswick,"Probation, community supervision",
2014/2015,New Brunswick,"Community portion of custody sentence, community supervision",
2014/2015,New Brunswick,"Deferred custody, community supervision",
2014/2015,New Brunswick,"Intensive support and supervision, community supervision",
2014/2015,New Brunswick,"Probation rate per 10,000 young persons",
2014/2015,Quebec,Total actual-in count,
2014/2015,Quebec,"Total sentenced custody, actual-in count",
2014/2015,Quebec,"Sentenced secure custody, actual-in count",
2014/2015,Quebec,"Sentenced open custody, actual-in count",
2014/2015,Quebec,"Pre-trial detention and other temporary detention, actual-in count",
2014/2015,Quebec,"Incarceration rates per 10,000 young persons",
2014/2015,Quebec,Total community supervision count,
2014/2015,Quebec,"Probation, community supervision",
2014/2015,Quebec,"Community portion of custody sentence, community supervision",
2014/2015,Quebec,"Deferred custody, community supervision",
2014/2015,Quebec,"Intensive support and supervision, community supervision",
2014/2015,Quebec,"Probation rate per 10,000 young persons",
2014/2015,Ontario,Total actual-in count,336.9
2014/2015,Ontario,"Total sentenced custody, actual-in count",129.2
2014/2015,Ontario,"Sentenced secure custody, actual-in count",73
2014/2015,Ontario,"Sentenced open custody, actual-in count",56.2
2014/2015,Ontario,"Pre-trial detention and other temporary detention, actual-in count",207.8
2014/2015,Ontario,"Incarceration rates per 10,000 young persons",3.59
2014/2015,Ontario,Total community supervision count,3438.3
2014/2015,Ontario,"Probation, community supervision",3259.5
2014/2015,Ontario,"Community portion of custody sentence, community supervision",82.9
2014/2015,Ontario,"Deferred custody, community supervision",36.3
2014/2015,Ontario,"Intensive support and supervision, community supervision",59.6
2014/2015,Ontario,"Probation rate per 10,000 young persons",34.77
2014/2015,Manitoba,Total actual-in count,260.6
2014/2015,Manitoba,"Total sentenced custody, actual-in count",86.8
2014/2015,Manitoba,"Sentenced secure custody, actual-in count",52.8
2014/2015,Manitoba,"Sentenced open custody, actual-in count",34
2014/2015,Manitoba,"Pre-trial detention and other temporary detention, actual-in count",154.8
2014/2015,Manitoba,"Incarceration rates per 10,000 young persons",26.49
2014/2015,Manitoba,Total community supervision count,1506.4
2014/2015,Manitoba,"Probation, community supervision",1402.2
2014/2015,Manitoba,"Community portion of custody sentence, community supervision",59.1
2014/2015,Manitoba,"Deferred custody, community supervision",45.2
2014/2015,Manitoba,"Probation rate per 10,000 young persons",142.77
2014/2015,Saskatchewan,Total actual-in count,131.3
2014/2015,Saskatchewan,"Total sentenced custody, actual-in count",82.8
2014/2015,Saskatchewan,"Sentenced secure custody, actual-in count",44.4
2014/2015,Saskatchewan,"Sentenced open custody, actual-in count",38.3
2014/2015,Saskatchewan,"Pre-trial detention and other temporary detention, actual-in count",48.6
2014/2015,Saskatchewan,"Incarceration rates per 10,000 young persons",15.9
2014/2015,Saskatchewan,Total community supervision count,1133.5
2014/2015,Saskatchewan,"Probation, community supervision",1018.2
2014/2015,Saskatchewan,"Community portion of custody sentence, community supervision",57.3
2014/2015,Saskatchewan,"Deferred custody, community supervision",58
2014/2015,Saskatchewan,"Probation rate per 10,000 young persons",123.7
2014/2015,Alberta,Total actual-in count,141.4
2014/2015,Alberta,"Total sentenced custody, actual-in count",52.2
2014/2015,Alberta,"Sentenced secure custody, actual-in count",52.2
2014/2015,Alberta,"Sentenced open custody, actual-in count",
2014/2015,Alberta,"Pre-trial detention and other temporary detention, actual-in count",80.4
2014/2015,Alberta,"Incarceration rates per 10,000 young persons",5.07
2014/2015,Alberta,Total community supervision count,
2014/2015,Alberta,"Probation, community supervision",
2014/2015,Alberta,"Community portion of custody sentence, community supervision",
2014/2015,Alberta,"Deferred custody, community supervision",
2014/2015,Alberta,"Intensive support and supervision, community supervision",
2014/2015,Alberta,"Probation rate per 10,000 young persons",
2014/2015,British Columbia,Total actual-in count,66.4
2014/2015,British Columbia,"Total sentenced custody, actual-in count",29.7
2014/2015,British Columbia,"Sentenced secure custody, actual-in count",12.2
2014/2015,British Columbia,"Sentenced open custody, actual-in count",17.5
2014/2015,British Columbia,"Pre-trial detention and other temporary detention, actual-in count",36.3
2014/2015,British Columbia,"Incarceration rates per 10,000 young persons",2.24
2014/2015,British Columbia,Total community supervision count,633.7
2014/2015,British Columbia,"Probation, community supervision",369.4
2014/2015,British Columbia,"Community portion of custody sentence, community supervision",21
2014/2015,British Columbia,"Deferred custody, community supervision",26.4
2014/2015,British Columbia,"Intensive support and supervision, community supervision",216.8
2014/2015,British Columbia,"Probation rate per 10,000 young persons",12.43
2014/2015,Yukon,Total actual-in count,4
2014/2015,Yukon,"Total sentenced custody, actual-in count",1.3
2014/2015,Yukon,"Sentenced secure custody, actual-in count",0.3
2014/2015,Yukon,"Sentenced open custody, actual-in count",1.1
2014/2015,Yukon,"Pre-trial detention and other temporary detention, actual-in count",2.6
2014/2015,Yukon,"Incarceration rates per 10,000 young persons",15.96
2014/2015,Yukon,Total community supervision count,16.9
2014/2015,Yukon,"Probation, community supervision",15.4
2014/2015,Yukon,"Community portion of custody sentence, community supervision",1.5
2014/2015,Yukon,"Deferred custody, community supervision",0
2014/2015,Yukon,"Intensive support and supervision, community supervision",0
2014/2015,Yukon,"Probation rate per 10,000 young persons",62.24
2014/2015,Northwest Territories,Total actual-in count,4.6
2014/2015,Northwest Territories,"Total sentenced custody, actual-in count",2.4
2014/2015,Northwest Territories,"Sentenced secure custody, actual-in count",1.2
