REF_DATE,GEO,Admissions and releases,Correctional services,VALUE
2005/2006,Nunavut,Youth admissions,Provincial director remand,
2005/2006,Nunavut,Youth admissions,Secure custody,13
2005/2006,Nunavut,Youth admissions,Custody and supervision (secure),13
2005/2006,Nunavut,Youth admissions,Young Offenders Act (YOA) (secure),
2005/2006,Nunavut,Youth admissions,Open custody,18
2005/2006,Nunavut,Youth admissions,Custody and supervision (open),18
2005/2006,Nunavut,Youth admissions,Young Offenders Act (YOA) (open),
2005/2006,Nunavut,Youth admissions,Total community sentences,59
2005/2006,Nunavut,Youth admissions,Community Portion of Custody Supervision,1
2005/2006,Nunavut,Youth admissions,Intensive support and supervision,
2005/2006,Nunavut,Youth admissions,Deferred custody and supervision,0
2005/2006,Nunavut,Youth admissions,Supervised probation,53
2005/2006,Nunavut,Youth admissions,Other community sentences,5
2005/2006,Nunavut,Youth releases,Total correctional services,90
2005/2006,Nunavut,Youth releases,Pre-trial detention,19
2005/2006,Nunavut,Youth releases,Provincial director remand,
2005/2006,Nunavut,Youth releases,Secure custody,7
2005/2006,Nunavut,Youth releases,Custody and supervision (secure),7
2005/2006,Nunavut,Youth releases,Young Offenders Act (YOA) (secure),
2005/2006,Nunavut,Youth releases,Open custody,4
2005/2006,Nunavut,Youth releases,Custody and supervision (open),4
2005/2006,Nunavut,Youth releases,Young Offenders Act (YOA) (open),
2005/2006,Nunavut,Youth releases,Total community sentences,60
2005/2006,Nunavut,Youth releases,Community Portion of Custody Supervision,1
2005/2006,Nunavut,Youth releases,Intensive support and supervision,
2005/2006,Nunavut,Youth releases,Deferred custody and supervision,0
2005/2006,Nunavut,Youth releases,Supervised probation,53
2005/2006,Nunavut,Youth releases,Other community sentences,6
2006/2007,Provinces and territories,Youth admissions,Total correctional services,57498
2006/2007,Provinces and territories,Youth admissions,Pre-trial detention,17079
2006/2007,Provinces and territories,Youth admissions,Provincial director remand,334
2006/2007,Provinces and territories,Youth admissions,Secure custody,2087
2006/2007,Provinces and territories,Youth admissions,Custody and supervision (secure),2082
2006/2007,Provinces and territories,Youth admissions,Young Offenders Act (YOA) (secure),0
2006/2007,Provinces and territories,Youth admissions,Open custody,2183
2006/2007,Provinces and territories,Youth admissions,Custody and supervision (open),2183
2006/2007,Provinces and territories,Youth admissions,Young Offenders Act (YOA) (open),0
2006/2007,Provinces and territories,Youth admissions,Total community sentences,35815
2006/2007,Provinces and territories,Youth admissions,Community Portion of Custody Supervision,2858
2006/2007,Provinces and territories,Youth admissions,Intensive support and supervision,92
2006/2007,Provinces and territories,Youth admissions,Deferred custody and supervision,1404
2006/2007,Provinces and territories,Youth admissions,Supervised probation,17954
2006/2007,Provinces and territories,Youth admissions,Other community sentences,13507
2006/2007,Provinces and territories,Youth releases,Total correctional services,42100
2006/2007,Provinces and territories,Youth releases,Pre-trial detention,14042
2006/2007,Provinces and territories,Youth releases,Provincial director remand,321
2006/2007,Provinces and territories,Youth releases,Secure custody,1673
2006/2007,Provinces and territories,Youth releases,Custody and supervision (secure),1672
2006/2007,Provinces and territories,Youth releases,Young Offenders Act (YOA) (secure),0
2006/2007,Provinces and territories,Youth releases,Open custody,2043
2006/2007,Provinces and territories,Youth releases,Custody and supervision (open),2043
2006/2007,Provinces and territories,Youth releases,Young Offenders Act (YOA) (open),0
2006/2007,Provinces and territories,Youth releases,Total community sentences,24021
2006/2007,Provinces and territories,Youth releases,Community Portion of Custody Supervision,2559
2006/2007,Provinces and territories,Youth releases,Intensive support and supervision,18
2006/2007,Provinces and territories,Youth releases,Deferred custody and supervision,979
2006/2007,Provinces and territories,Youth releases,Supervised probation,12980
2006/2007,Provinces and territories,Youth releases,Other community sentences,7485
2006/2007,Newfoundland and Labrador,Youth admissions,Total correctional services,722
2006/2007,Newfoundland and Labrador,Youth admissions,Pre-trial detention,113
2006/2007,Newfoundland and Labrador,Youth admissions,Provincial director remand,1
2006/2007,Newfoundland and Labrador,Youth admissions,Secure custody,44
2006/2007,Newfoundland and Labrador,Youth admissions,Custody and supervision (secure),44
2006/2007,Newfoundland and Labrador,Youth admissions,Young Offenders Act (YOA) (secure),
2006/2007,Newfoundland and Labrador,Youth admissions,Open custody,58
2006/2007,Newfoundland and Labrador,Youth admissions,Custody and supervision (open),58
2006/2007,Newfoundland and Labrador,Youth admissions,Young Offenders Act (YOA) (open),
2006/2007,Newfoundland and Labrador,Youth admissions,Total community sentences,506
2006/2007,Newfoundland and Labrador,Youth admissions,Community Portion of Custody Supervision,81
2006/2007,Newfoundland and Labrador,Youth admissions,Intensive support and supervision,1
2006/2007,Newfoundland and Labrador,Youth admissions,Deferred custody and supervision,11
2006/2007,Newfoundland and Labrador,Youth admissions,Supervised probation,239
2006/2007,Newfoundland and Labrador,Youth admissions,Other community sentences,174
2006/2007,Newfoundland and Labrador,Youth releases,Total correctional services,790
2006/2007,Newfoundland and Labrador,Youth releases,Pre-trial detention,113
2006/2007,Newfoundland and Labrador,Youth releases,Provincial director remand,1
2006/2007,Newfoundland and Labrador,Youth releases,Secure custody,44
2006/2007,Newfoundland and Labrador,Youth releases,Custody and supervision (secure),44
2006/2007,Newfoundland and Labrador,Youth releases,Young Offenders Act (YOA) (secure),
2006/2007,Newfoundland and Labrador,Youth releases,Open custody,50
2006/2007,Newfoundland and Labrador,Youth releases,Custody and supervision (open),50
2006/2007,Newfoundland and Labrador,Youth releases,Young Offenders Act (YOA) (open),
2006/2007,Newfoundland and Labrador,Youth releases,Total community sentences,582
2006/2007,Newfoundland and Labrador,Youth releases,Community Portion of Custody Supervision,74
2006/2007,Newfoundland and Labrador,Youth releases,Intensive support and supervision,1
2006/2007,Newfoundland and Labrador,Youth releases,Deferred custody and supervision,12
2006/2007,Newfoundland and Labrador,Youth releases,Supervised probation,302
2006/2007,Newfoundland and Labrador,Youth releases,Other community sentences,193
2006/2007,Prince Edward Island,Youth admissions,Total correctional services,
2006/2007,Prince Edward Island,Youth admissions,Pre-trial detention,
2006/2007,Prince Edward Island,Youth admissions,Provincial director remand,
2006/2007,Prince Edward Island,Youth admissions,Secure custody,
2006/2007,Prince Edward Island,Youth admissions,Custody and supervision (secure),
2006/2007,Prince Edward Island,Youth admissions,Young Offenders Act (YOA) (secure),
2006/2007,Prince Edward Island,Youth admissions,Open custody,
2006/2007,Prince Edward Island,Youth admissions,Custody and supervision (open),
2006/2007,Prince Edward Island,Youth admissions,Young Offenders Act (YOA) (open),
2006/2007,Prince Edward Island,Youth admissions,Total community sentences,
2006/2007,Prince Edward Island,Youth admissions,Community Portion of Custody Supervision,
2006/2007,Prince Edward Island,Youth admissions,Intensive support and supervision,
2006/2007,Prince Edward Island,Youth admissions,Deferred custody and supervision,
2006/2007,Prince Edward Island,Youth admissions,Supervised probation,
2006/2007,Prince Edward Island,Youth admissions,Other community sentences,
2006/2007,Prince Edward Island,Youth releases,Total correctional services,
2006/2007,Prince Edward Island,Youth releases,Pre-trial detention,
2006/2007,Prince Edward Island,Youth releases,Provincial director remand,
2006/2007,Prince Edward Island,Youth releases,Secure custody,
2006/2007,Prince Edward Island,Youth releases,Custody and supervision (secure),
2006/2007,Prince Edward Island,Youth releases,Young Offenders Act (YOA) (secure),
2006/2007,Prince Edward Island,Youth releases,Open custody,
2006/2007,Prince Edward Island,Youth releases,Custody and supervision (open),
2006/2007,Prince Edward Island,Youth releases,Young Offenders Act (YOA) (open),
2006/2007,Prince Edward Island,Youth releases,Total community sentences,
2006/2007,Prince Edward Island,Youth releases,Community Portion of Custody Supervision,
2006/2007,Prince Edward Island,Youth releases,Intensive support and supervision,
2006/2007,Prince Edward Island,Youth releases,Deferred custody and supervision,
2006/2007,Prince Edward Island,Youth releases,Supervised probation,
2006/2007,Prince Edward Island,Youth releases,Other community sentences,
2006/2007,Nova Scotia,Youth admissions,Total correctional services,721
2006/2007,Nova Scotia,Youth admissions,Pre-trial detention,311
2006/2007,Nova Scotia,Youth admissions,Provincial director remand,33
2006/2007,Nova Scotia,Youth admissions,Secure custody,10
2006/2007,Nova Scotia,Youth admissions,Custody and supervision (secure),10
2006/2007,Nova Scotia,Youth admissions,Young Offenders Act (YOA) (secure),
2006/2007,Nova Scotia,Youth admissions,Open custody,153
2006/2007,Nova Scotia,Youth admissions,Custody and supervision (open),153
2006/2007,Nova Scotia,Youth admissions,Young Offenders Act (YOA) (open),
2006/2007,Nova Scotia,Youth admissions,Total community sentences,214
2006/2007,Nova Scotia,Youth admissions,Community Portion of Custody Supervision,139
2006/2007,Nova Scotia,Youth admissions,Intensive support and supervision,
2006/2007,Nova Scotia,Youth admissions,Deferred custody and supervision,75
2006/2007,Nova Scotia,Youth admissions,Supervised probation,
2006/2007,Nova Scotia,Youth admissions,Other community sentences,
2006/2007,Nova Scotia,Youth releases,Total correctional services,467
2006/2007,Nova Scotia,Youth releases,Pre-trial detention,296
2006/2007,Nova Scotia,Youth releases,Provincial director remand,32
2006/2007,Nova Scotia,Youth releases,Secure custody,9
2006/2007,Nova Scotia,Youth releases,Custody and supervision (secure),9
2006/2007,Nova Scotia,Youth releases,Young Offenders Act (YOA) (secure),0
2006/2007,Nova Scotia,Youth releases,Open custody,130
2006/2007,Nova Scotia,Youth releases,Custody and supervision (open),130
2006/2007,Nova Scotia,Youth releases,Young Offenders Act (YOA) (open),0
2006/2007,Nova Scotia,Youth releases,Total community sentences,
2006/2007,Nova Scotia,Youth releases,Community Portion of Custody Supervision,
2006/2007,Nova Scotia,Youth releases,Intensive support and supervision,
2006/2007,Nova Scotia,Youth releases,Deferred custody and supervision,
2006/2007,Nova Scotia,Youth releases,Supervised probation,
2006/2007,Nova Scotia,Youth releases,Other community sentences,
2006/2007,New Brunswick,Youth admissions,Total correctional services,1667
2006/2007,New Brunswick,Youth admissions,Pre-trial detention,271
2006/2007,New Brunswick,Youth admissions,Provincial director remand,72
2006/2007,New Brunswick,Youth admissions,Secure custody,103
2006/2007,New Brunswick,Youth admissions,Custody and supervision (secure),103
2006/2007,New Brunswick,Youth admissions,Young Offenders Act (YOA) (secure),0
2006/2007,New Brunswick,Youth admissions,Open custody,85
2006/2007,New Brunswick,Youth admissions,Custody and supervision (open),85
2006/2007,New Brunswick,Youth admissions,Young Offenders Act (YOA) (open),0
2006/2007,New Brunswick,Youth admissions,Total community sentences,1136
2006/2007,New Brunswick,Youth admissions,Community Portion of Custody Supervision,171
2006/2007,New Brunswick,Youth admissions,Intensive support and supervision,
2006/2007,New Brunswick,Youth admissions,Deferred custody and supervision,91
2006/2007,New Brunswick,Youth admissions,Supervised probation,427
2006/2007,New Brunswick,Youth admissions,Other community sentences,447
2006/2007,New Brunswick,Youth releases,Total correctional services,1752
2006/2007,New Brunswick,Youth releases,Pre-trial detention,265
2006/2007,New Brunswick,Youth releases,Provincial director remand,70
2006/2007,New Brunswick,Youth releases,Secure custody,112
2006/2007,New Brunswick,Youth releases,Custody and supervision (secure),112
2006/2007,New Brunswick,Youth releases,Young Offenders Act (YOA) (secure),0
2006/2007,New Brunswick,Youth releases,Open custody,81
2006/2007,New Brunswick,Youth releases,Custody and supervision (open),81
2006/2007,New Brunswick,Youth releases,Young Offenders Act (YOA) (open),0
2006/2007,New Brunswick,Youth releases,Total community sentences,1224
2006/2007,New Brunswick,Youth releases,Community Portion of Custody Supervision,175
