"REF_DATE","GEO","DGUID","Sex","Length of time served","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2007/2008","British Columbia","2016A000259","Sex unknown","Total number of releases","Number","223","units","0","v32707879","13.4.1","0","","","","0"
"2007/2008","British Columbia","2016A000259","Sex unknown","1 week or less","Number","223","units","0","v32707880","13.4.2","0","","","","0"
"2007/2008","British Columbia","2016A000259","Sex unknown","Greater than 1 week to 1 month","Number","223","units","0","v32707881","13.4.3","0","","","","0"
"2007/2008","British Columbia","2016A000259","Sex unknown","Greater than 1 month to 6 months","Number","223","units","0","v32707882","13.4.4","0","","","","0"
"2007/2008","British Columbia","2016A000259","Sex unknown","Greater than 6 months to 1 year","Number","223","units","0","v32707883","13.4.5","0","","","","0"
"2007/2008","British Columbia","2016A000259","Sex unknown","Greater than 1 year to 2 years","Number","223","units","0","v32707884","13.4.6","0","","","","0"
"2007/2008","British Columbia","2016A000259","Sex unknown","Greater than 2 years","Number","223","units","0","v32707885","13.4.7","0","","","","0"
"2007/2008","British Columbia","2016A000259","Sex unknown","Length of time unknown","Number","223","units","0","v32707886","13.4.8","0","","","","0"
"2007/2008","British Columbia","2016A000259","Sex unknown","Mean time served","Days","77","units","0","v43735725","13.4.9","0","","","","0"
"2007/2008","British Columbia","2016A000259","Sex unknown","Median time served","Days","77","units","0","v43735726","13.4.10","0","","","","0"
"2007/2008","Yukon","2016A000260","Total sex","Total number of releases","Number","223","units","0","v32707887","14.1.1","44","","","","0"
"2007/2008","Yukon","2016A000260","Total sex","1 week or less","Number","223","units","0","v32707888","14.1.2","26","","","","0"
"2007/2008","Yukon","2016A000260","Total sex","Greater than 1 week to 1 month","Number","223","units","0","v32707889","14.1.3","11","","","","0"
"2007/2008","Yukon","2016A000260","Total sex","Greater than 1 month to 6 months","Number","223","units","0","v32707890","14.1.4","7","","","","0"
"2007/2008","Yukon","2016A000260","Total sex","Greater than 6 months to 1 year","Number","223","units","0","v32707891","14.1.5","0","","","","0"
"2007/2008","Yukon","2016A000260","Total sex","Greater than 1 year to 2 years","Number","223","units","0","v32707892","14.1.6","0","","","","0"
"2007/2008","Yukon","2016A000260","Total sex","Greater than 2 years","Number","223","units","0","v32707893","14.1.7","0","","","","0"
"2007/2008","Yukon","2016A000260","Total sex","Length of time unknown","Number","223","units","0","v32707894","14.1.8","0","","","","0"
"2007/2008","Yukon","2016A000260","Total sex","Mean time served","Days","77","units","0","v32707895","14.1.9","20","","","","0"
"2007/2008","Yukon","2016A000260","Total sex","Median time served","Days","77","units","0","v32707896","14.1.10","6","","","","0"
"2007/2008","Yukon","2016A000260","Males","Total number of releases","Number","223","units","0","v32707897","14.2.1","33","","","","0"
"2007/2008","Yukon","2016A000260","Males","1 week or less","Number","223","units","0","v32707898","14.2.2","18","","","","0"
"2007/2008","Yukon","2016A000260","Males","Greater than 1 week to 1 month","Number","223","units","0","v32707899","14.2.3","8","","","","0"
"2007/2008","Yukon","2016A000260","Males","Greater than 1 month to 6 months","Number","223","units","0","v32707900","14.2.4","7","","","","0"
"2007/2008","Yukon","2016A000260","Males","Greater than 6 months to 1 year","Number","223","units","0","v32707901","14.2.5","0","","","","0"
"2007/2008","Yukon","2016A000260","Males","Greater than 1 year to 2 years","Number","223","units","0","v32707902","14.2.6","0","","","","0"
"2007/2008","Yukon","2016A000260","Males","Greater than 2 years","Number","223","units","0","v32707903","14.2.7","0","","","","0"
"2007/2008","Yukon","2016A000260","Males","Length of time unknown","Number","223","units","0","v32707904","14.2.8","0","","","","0"
"2007/2008","Yukon","2016A000260","Males","Mean time served","Days","77","units","0","v32707905","14.2.9","23","","","","0"
"2007/2008","Yukon","2016A000260","Males","Median time served","Days","77","units","0","v32707906","14.2.10","6","","","","0"
"2007/2008","Yukon","2016A000260","Females","Total number of releases","Number","223","units","0","v32707907","14.3.1","11","","","","0"
"2007/2008","Yukon","2016A000260","Females","1 week or less","Number","223","units","0","v32707908","14.3.2","8","","","","0"
"2007/2008","Yukon","2016A000260","Females","Greater than 1 week to 1 month","Number","223","units","0","v32707909","14.3.3","3","","","","0"
"2007/2008","Yukon","2016A000260","Females","Greater than 1 month to 6 months","Number","223","units","0","v32707910","14.3.4","0","","","","0"
"2007/2008","Yukon","2016A000260","Females","Greater than 6 months to 1 year","Number","223","units","0","v32707911","14.3.5","0","","","","0"
"2007/2008","Yukon","2016A000260","Females","Greater than 1 year to 2 years","Number","223","units","0","v32707912","14.3.6","0","","","","0"
"2007/2008","Yukon","2016A000260","Females","Greater than 2 years","Number","223","units","0","v32707913","14.3.7","0","","","","0"
"2007/2008","Yukon","2016A000260","Females","Length of time unknown","Number","223","units","0","v32707914","14.3.8","0","","","","0"
"2007/2008","Yukon","2016A000260","Females","Mean time served","Days","77","units","0","v32707915","14.3.9","9","","","","0"
"2007/2008","Yukon","2016A000260","Females","Median time served","Days","77","units","0","v32707916","14.3.10","6","","","","0"
"2007/2008","Yukon","2016A000260","Sex unknown","Total number of releases","Number","223","units","0","v32707917","14.4.1","0","","","","0"
"2007/2008","Yukon","2016A000260","Sex unknown","1 week or less","Number","223","units","0","v32707918","14.4.2","0","","","","0"
"2007/2008","Yukon","2016A000260","Sex unknown","Greater than 1 week to 1 month","Number","223","units","0","v32707919","14.4.3","0","","","","0"
"2007/2008","Yukon","2016A000260","Sex unknown","Greater than 1 month to 6 months","Number","223","units","0","v32707920","14.4.4","0","","","","0"
"2007/2008","Yukon","2016A000260","Sex unknown","Greater than 6 months to 1 year","Number","223","units","0","v32707921","14.4.5","0","","","","0"
"2007/2008","Yukon","2016A000260","Sex unknown","Greater than 1 year to 2 years","Number","223","units","0","v32707922","14.4.6","0","","","","0"
"2007/2008","Yukon","2016A000260","Sex unknown","Greater than 2 years","Number","223","units","0","v32707923","14.4.7","0","","","","0"
"2007/2008","Yukon","2016A000260","Sex unknown","Length of time unknown","Number","223","units","0","v32707924","14.4.8","0","","","","0"
"2007/2008","Yukon","2016A000260","Sex unknown","Mean time served","Days","77","units","0","v79971915","14.4.9","0","","","","0"
"2007/2008","Yukon","2016A000260","Sex unknown","Median time served","Days","77","units","0","v79971916","14.4.10","0","","","","0"
"2007/2008","Northwest Territories including Nunavut","","Total sex","Total number of releases","Number","223","units","0","v32707925","15.1.1","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Total sex","1 week or less","Number","223","units","0","v32707926","15.1.2","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Total sex","Greater than 1 week to 1 month","Number","223","units","0","v32707927","15.1.3","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Total sex","Greater than 1 month to 6 months","Number","223","units","0","v32707928","15.1.4","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Total sex","Greater than 6 months to 1 year","Number","223","units","0","v32707929","15.1.5","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Total sex","Greater than 1 year to 2 years","Number","223","units","0","v32707930","15.1.6","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Total sex","Greater than 2 years","Number","223","units","0","v32707931","15.1.7","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Total sex","Length of time unknown","Number","223","units","0","v32707932","15.1.8","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Total sex","Mean time served","Days","77","units","0","v79971917","15.1.9","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Total sex","Median time served","Days","77","units","0","v79971918","15.1.10","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Males","Total number of releases","Number","223","units","0","v32707933","15.2.1","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Males","1 week or less","Number","223","units","0","v32707934","15.2.2","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Males","Greater than 1 week to 1 month","Number","223","units","0","v32707935","15.2.3","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Males","Greater than 1 month to 6 months","Number","223","units","0","v32707936","15.2.4","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Males","Greater than 6 months to 1 year","Number","223","units","0","v32707937","15.2.5","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Males","Greater than 1 year to 2 years","Number","223","units","0","v32707938","15.2.6","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Males","Greater than 2 years","Number","223","units","0","v32707939","15.2.7","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Males","Length of time unknown","Number","223","units","0","v32707940","15.2.8","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Males","Mean time served","Days","77","units","0","v32707941","15.2.9","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Males","Median time served","Days","77","units","0","v79971919","15.2.10","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Females","Total number of releases","Number","223","units","0","v32707942","15.3.1","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Females","1 week or less","Number","223","units","0","v32707943","15.3.2","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Females","Greater than 1 week to 1 month","Number","223","units","0","v32707944","15.3.3","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Females","Greater than 1 month to 6 months","Number","223","units","0","v32707945","15.3.4","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Females","Greater than 6 months to 1 year","Number","223","units","0","v32707946","15.3.5","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Females","Greater than 1 year to 2 years","Number","223","units","0","v32707947","15.3.6","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Females","Greater than 2 years","Number","223","units","0","v32707948","15.3.7","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Females","Length of time unknown","Number","223","units","0","v32707949","15.3.8","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Females","Mean time served","Days","77","units","0","v32707950","15.3.9","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Females","Median time served","Days","77","units","0","v79971920","15.3.10","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Sex unknown","Total number of releases","Number","223","units","0","v79971921","15.4.1","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Sex unknown","1 week or less","Number","223","units","0","v79971922","15.4.2","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Sex unknown","Greater than 1 week to 1 month","Number","223","units","0","v79971923","15.4.3","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Sex unknown","Greater than 1 month to 6 months","Number","223","units","0","v79971924","15.4.4","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Sex unknown","Greater than 6 months to 1 year","Number","223","units","0","v79971925","15.4.5","","..","","t","0"
"2007/2008","Northwest Territories including Nunavut","","Sex unknown","Greater than 1 year to 2 years","Number","223","units","0","v79971926","15.4.6","","..","","t","0"
